10,blessings: books: anna quindlen,"{'year': 3, 'many': 3, 'narrative': 3, 'plot': 3, 'end': 3, 'life': 2, 'change': 3, 'blessings': 3, 'novel': 5, 'times': 3, 'others_fact': 4, 'tale': 3, 'friends': 3, 'woman': 3, 'feeling': 3, 'dimentions_characters': 3}"
11,"the teen's vegetarian cookbook: books: judy krizmanic,matthew wawiorka","{'library': 3, 'copy': 3, 'tasty': 3, 'recipes': 3, 'ingredients': 3, 'directions': 3, 'decision': 3, 'i': 3}"
12,oxford encyclopedia of food and drink in america: 2-volume set: books: andrew f. smith,"{'volumes': 3, 'awe': 3, 'job': 4, 'work': 3, 'subject': 3, 'historian': 3, 'resource_information': 4, 'religions': 3, 'influences': 3, 'movements': 3, 'history': 3, 'entries': 3, 'set': 3, 'language': 4, 'information': 3, 'food_professionalrecipe': 3, 'doubt': 3, 'resources': 4, 'interest_food': 3, 'university_press': 4}"
13,"the millionaire next door: the surprising secrets of america's wealthy: books: thomas j. stanley,thomas j. stanley ph. d,william d. danko ph.d","{'way': 3, 'book': 4, 'perspective_millionaires': 3}"
14,the haunting of hill house: books: shirley jackson,"{'time': 4, 'novellete': 5, 'journey': 4}"
15,"gone, baby, gone: a novel: books: dennis lehane","{'matter': 3, 'story': 3, 'reader': 3, 'care': 4, 'books_plot': 3, 'issues': 3, 'head': 3}"
16,inflation: the ultimate graven image: books: james jay ferris,"{'book': 4, 'word': 3, 'expose': 3, 'surrender': 3, 'treasure': 4, 'edition': 3}"
17,clay's way: a novel: books: blair mastbaum,"{'boy': 3, 'surfer': 3, 'he': 3, 'love_novel': 3}"
18,fear nothing: books: dean koontz,"{'snow_parents': 3, 'ways': 3, 'town_moonlight': 3, 'thought': 3, 'plot': 4, 'style': 3, 'makes': 3, 'koontz': 3, 'story': 4, 'character': 2}"
19,the mediterranean vegan kitchen: books: donna klein,"{'recipes_time': 3, 'others': 3, 'book': 4, 'herb': 3, 'lots': 5}"
20,possible side effects: books: augusten burroughs,"{'read': 4, 'scissors': 4}"
21,the crossing (random house large print): books: cormac mccarthy,"{'book': 3, 'keep': 3, 'family_traps': 3, 'wolf': 3, 'life_world': 3, 'story_soot': 3, 'story': 3, 'predecessor': 3, 'horses': 4, 'desertcurling': 3, 'past': 3, 'writing': 4, 'metaphors_feelings': 4, 'coals': 3, 'piece_core': 2, 'worlds_peoples': 3, 'goodness': 3, 'things': 3, 'unnameable': 3, 'implicit': 3}"
22,the villa (random house large print): books: nora roberts,"{'vineyards': 4, 'prepare': 4}"
23,the five love languages: how to express heartfelt  commitment to your mate: books: gary d. chapman,{'shape_thanks': 4}
24,"misery, spanish edition: books: stephen king","{'writer': 4, 'books_misery': 4, 'character_book': 4, 'character': 3, 'him': 4, 'annieyesshe': 4, 'way': 4, 'wilkes': 3, 'book': 3, 'novelenjoynigel': 4, 'romance_novelist': 4, 'nurse': 3, 'care': 3, 'publications': 2, 'past': 2, 'misery': 3, 'cars': 3, 'forces': 2, 'misery_novel': 3, 'paul': 2, 'psychosis': 2, 'typewriter': 3, 'acclaimenjoynigel': 3}"
25,shalimar the clown: a novel: books: salman rushdie,"{'collection_reflections': 3, 'religions': 3, 'tale': 4, 'images': 3, 'story': 4, 'return': 3, 'snake': 3, 'arm': 3, 'snake_leg': 3, 'arms_legs': 3, 'cobra': 3, 'morning': 3}"
26,the andromeda strain: books: michael crichton,"{'commission': 3, 'thriller': 3, 'book': 3, 'technology_book': 4, 'technology': 5, 'author': 4, 'theories': 3, 'lots_research': 4, 'aspects': 3, 'crichton': 3}"
27,"garlic and sapphires: the secret life of a critic in disguise: books: ruth reichl,bernadette dunne","{'apples_foodies': 4, 'author': 3, 'lows': 3, 'sapphires': 3, 'way': 3, 'memories': 3}"
28,"dark watch (oregon files): books: clive cussler,jack du brul","{'writing': 4, 'authors': 3, 'turner': 3}"
29,the epiplectic bicycle: books: edward gorey,"{'i': 3, 'book_appeals': 4, 'sentances': 3, 'teens_adults': 3, 'humor': 5, 'much': 3, 'book': 5}"
30,the collectors: books: david baldacci,"{'book': 4, 'read': 3}"
31,picking winners: a horseplayer's guide: books: andrew beyer,{'advice': 3}
32,"the samurai (new directions classics): books: shusaku endo,van c. gessel","{'perspective': 3, 'day': 3, 'character_reader': 3, 'narrative': 3, 'simple': 3, 'impact': 4, 'part_book': 4, 'ambition': 3, 'lesson': 4, 'novel': 3, 'page': 3}"
33,"what looks like crazy on an ordinary day: books: pearl cleage,tracey leigh","{'couch': 3, 'bit_drowsy': 3, 'emotions': 2, 'downit': 4, 'reader': 3, 'escape': 3}"
34,dry: a memoir: books: augusten burroughs,"{'drinkers': 3, 'addiction': 3, 'foreboding': 3, 'dimensions': 3, 'rehabthe': 4, 'look': 3, 'core_drinker': 2, 'onepassages': 3, 'dilemmasjob': 3, 'conundrumsdry': 3, 'work': 3, 'scissors': 3, 'hollywood': 4, 'space_place': 3, 'downstop': 3}"
35,"what your doctor may not tell you about(tm): premenopause, balance your hormones and your life from thirty to fifty: books: john lee,jesse hanley,virginia hopkins","{'twenties': 3, 'progesterone': 4, 'book': 3, 'activity': 3, 'imbalances': 3, 'stuff_life': 3, 'balance_hormones': 3, 'women': 3, 'imbalance': 3, 'wrong': 3, 'gland': 3, 'symptoms': 3, 'work': 3, 'read': 3, 'ways': 4, 'opinions': 3, 'naturopath': 4, 'exercise': 4, 'balancing': 3}"
36,a guide to elegance: for every woman who wants to be well and properly dressed on all occasions: books: genevieve antoine dariaux,"{'information': 4, 'wardrobe': 4}"
37,"the wolves in the walls (new york times best illustrated books (awards)): books: neil gaiman,dave mckean","{'illustrations': 3, 'ones_children': 3, 'novel_series': 3, 'layout': 2, 'tale': 2, 'girl': 3, 'action': 3, 'book': 2, 'children': 3, 'audience': 3, 'work': 3}"
38,"every landlord's legal guide, eighth edition: books: marcia stewart,janet portman,ralph e. warner","{'book_purchase': 3, 'reality_counterbalance': 4, 'money_ideas': 4, 'work_risk': 3, 'concepts': 4, 'reference': 3, 'language': 3, 'scenarios': 3, 'life_authors': 3, 'topics': 3, 'misstep': 4, 'side_lawsuit': 2}"
39,the lost bird: books: margaret coel,"{'episode': 2, 'life': 3, 'characters': 3, 'want': 3, 'babies': 3, 'reunion': 2, 'work': 4, 'feeling': 3}"
40,lud-in-the-mist: books: hope mirrlees,"{'story': 3, 'shapes': 4, 'reviews_reviewers': 3, 'books': 3, 'piece_literature': 3, 'he': 3}"
41,picture perfect: books: jodi picoult,"{'story': 4, 'plot_twists': 3, 'style': 4}"
42,subterranean: books: james rollins,"{'scientists': 4, 'mission_careers': 4, 'system_tunnels': 3, 'caverns': 3, 'None': 4, 'mankind': 3, 'dangers': 3, 'world': 3, 'life': 3, 'james': 3, 'career': 4, 'thrillers': 3, 'job': 5, 'page': 4, 'novels': 3, 'stage': 4, 'disappoint': 3, 'books': 3}"
43,"edgar allan poe & the juke-box: uncollected poems, drafts, and fragments: books: elizabeth bishop,alice quinn","{'collection': 3, 'effort': 4, 'pieces': 3, 'fragments': 3}"
44,"the runaway bunny: books: margaret wise brown,clement hurd","{'time': 3, 'message_children': 5}"
45,the control of nature: books: john mcphee,{'fire_flood': 3}
46,wizard of oz: books: l. frank baum,"{'friends': 3, 'lot': 2, 'story': 3, 'girl': 3, 'house': 3, 'land': 3, 'world': 2, 'sorts': 3, 'creatures': 4, 'witches': 2, 'tries': 3, 'movie': 3, 'days': 3, 'magic_shoes': 3, 'picks': 3, 'hammerheads': 3, 'film': 4, 'book': 3, 'evokes': 3, 'tolkien': 4, 'lewis': 3, 'britain': 3, 'characters': 4, 'monkeys': 3, 'witch': 2, 'bit': 3, 'riding': 3, 'read': 4, 'fun_hope': 3, 'thing': 4}"
47,notebook: books: nicholas sparks,"{'grandeur': 4, 'story': 4, 'book': 3, 'times': 3, 'love': 4, 'philli': 3}"
48,the apostle: a life of paul: books: john pollock,"{'biography': 3, 'information': 2, 'statements': 3, 'peter': 3, 'reading': 3, 'evidence': 3, 'fuzzy': 3, 'book': 3, 'facts_pollock': 3, 'controversy_authorship': 3, 'acts': 3, 'style': 3, 'brothers_eternity': 3, 'theory': 3, 'benefit': 4, 'framework': 4, 'churches': 3, 'teachings_problems': 2}"
49,"the imitation of christ (vintage spiritual classics): books: thomas  a kempis,joseph n. tylenda",{'motivator_day': 4}
50,the professor of desire: books: philip roth,"{'novella': 4, 'pages': 3, 'opinions': 3, 'agenda': 3, 'fault': 3, 'didactic': 2, 'roths': 3, 'shows': 3, 'desire': 3, 'politics': 4, 'student_changes': 3, 'girls': 3, 'things': 4, 'turn': 2, 'end': 2, 'marriage': 2, 'tries': 3, 'parents': 3, 'parents_book': 3, 'family_fiction': 3, 'homophobic': 3, 'refusal': 3, 'paragraphs': 4, 'novel': 3}"
51,dorothy parker: what fresh hell is this?: books: marion meade,{'book': 3}
52,"stock trader's almanac 2004 (stock trader's almanac): books: jeffrey a. hirsch,yale hirsch",{'superbookdeals': 4}
53,painting the map red: the fight to create a permanent republican majority: books: hugh hewitt,"{'president': 4, 'term': 3, 'fight': 3, 'nihilists': 3, 'excesses': 3, 'party_returns': 3, 'compromisedif': 3, 'modernists': 3, 'order': 3, 'crybabies': 3, 'demands_folks': 3, 'many': 3, 'streak': 2, 'crisis': 3, 'number': 2, 'hispanics': 3, 'aliens': 2, 'citizens': 3, 'parents': 2, 'people': 3, 'homeland_individuals': 3, 'law': 3, 'perfection': 3, 'sausage': 2, 'compromises': 3, 'book': 3, 'advice': 3}"
54,bloodstone (jon shannow adventure): books: david gemmell,"{'master': 3, 'surprises': 4, 'readers': 3, 'shannow': 3, 'books': 3, 'gemmell': 2, 'fantasy_writers': 4}"
55,psych-k...the missing peace in your life!: books: robert m. williams,"{'mind': 3, 'beliefs': 3, 'way': 3, 'prayer': 3, 'book': 3, 'workshops': 4, 'peace_life': 3, 'ways': 3}"
56,"the chamber (john grishham): books: john grisham,michael beck","{'book': 4, 'deal_insight': 4, 'appeals_process': 3, 'trials_number': 3, 'months_appeal': 3, 'part_book': 3}"
57,"pet sematary: books: stephen king,full cast dramatization",{}
58,"the little house cookbook: frontier foods from laura ingalls wilder's classic stories: books: barbara m. walker,garth williams","{'fans': 5, 'cooking': 3, 'basis': 3, 'cultures': 3, 'days': 3, 'laura': 3, 'recipes': 3, 'recipes_book': 3, 'need': 3, 'things': 3, 'yeasts': 3, 'food': 3, 'access': 3, 'look': 3, 'reads': 4, 'years': 3, 'cookbook': 3}"
59,fire in the fireplace: charismatic renewal in the nineties: books: charles e. hummel,"{'approach': 4, 'president_intervarsity': 3, 'fellowship': 3, 'groups': 3, 'churches': 3, 'explanations': 3, 'scriptures': 3, 'church_body': 3, 'gifts': 4, 'spirit': 3}"
60,the future of knowledge: increasing prosperity through value networks: books: verna allee,"{'fun': 3, 'read': 4}"
61,"leadership by the book: tools to transform your workplace: books: ken blanchard,bill hybels","{'marketplace': 3, 'leadership': 3, 'checklist': 4, 'book': 4, 'relationship': 3, 'words': 3, 'you': 3, 'audience': 3}"
62,the autobiography of an ex-colored man (dover thrift editions): books: james weldon johnson,"{'novels': 3, 'comment': 4, 'experience': 3, 'authors': 3, 'theme': 3, 'novel': 3, 'renaissance': 3, 'stain': 3, 'student_classics': 3, 'years': 3, 'man': 3, 'individual': 3, 'gifts': 3, 'opportunities': 2, 'person': 3, 'sense': 4, 'identity': 3, 'woman': 3, 'novel_book': 4, 'readers': 3, 'world': 3, 'addition_story': 2, 'book': 3, 'relationships': 3, 'century': 3, 'scene': 4, 'travels': 3, 'men': 3, 'question': 3, 'scene_book': 2, 'legislation': 4, 'deal_consideration': 4, 'picture_life': 5, 'pictures': 3, 'north': 3, 'spirit': 3, 'themes': 3, 'life_consequences': 4, 'frustration_plague': 3, 'fiction': 3}"
63,if on a winter's night a traveler: books: italo calvino,"{'calvinos_experiment': 2, 'novel': 3, 'land_fiction': 4, 'book': 3, 'tricks_machinations': 3, 'books': 3, 'styles': 3, 'author': 3, 'segments': 3, 'borges_dostoevsky': 2, 'chekhov': 3, 'reader': 3, 'book_passages': 3, 'tensions': 3, 'acts': 3, 'story': 3, 'experience': 3, 'web_conspiracies': 3, 'writer': 4, 'charlatan': 2, 'name': 3, 'officials': 3, 'calvinos_task': 3, 'part': 3, 'passages': 3, 'descriptions': 3, 'that': 3, 'half': 3, 'publishing': 3, 'governments_state': 3, 'matterif': 3}"
64,"the notebook: books: nicholas sparks,barry bostwick","{'book': 4, 'emotions': 3}"
65,deadly feasts: tracking the secrets of a terrifying new plague: books: richard rhodes,"{'book_tracks': 2, 'disease': 3, 'cannibals_jungles': 3, 'guinea_fifties': 3, 'cannibals': 3, 'isles_eighties': 3, 'feasts': 2, 'century': 3, 'job': 4, 'group_diseases': 2, 'laureate': 4, 'guinea': 3, 'civiliziation': 3, 'scientist': 3, 'certain': 4, 'blares': 3, 'aspects_prions': 3, 'formation': 3, 'cases': 3, 'scrapie': 2, 'incubation_period': 3, 'lack': 4, 'reinfect': 3, 'book': 3, 'agriculture': 3, 'caution': 4, 'bone_meal': 3, '1997perhaps_things': 3}"
66,the billion dollar bet: robert johnson and the inside story of black entertainment television: books: brett pulley,"{'idea': 4, 'book': 4, 'respect': 3, 'time': 3, 'chapter_prou': 3}"
67,total strength training for women: books: amazin lethi,"{'guide': 3, 'weights': 4, 'people_levels': 3, 'part': 3, 'book': 4, 'needs': 4, 'bound': 4, 'machines': 3, 'people': 3, 'them': 3}"
68,pantone guide to communicating with color: books: leatrice eiseman,{}
69,from beirut to jerusalem: books: thomas l friedman,"{'year': 3, 'collegues_book': 4, 'head': 3, 'months': 3, 'help': 4, 'way_life': 3, 'extend': 3, 'religion': 3, 'life_politics': 3, 'leaders': 3, 'understanding': 4}"
70,the handyman's dream: books: nick poff,"{'book': 4, 'town': 3, 'things': 4, 'character': 3, 'comebacks': 3, 'touch': 4, 'place': 3, 'books': 3, 'fact': 3, 'folks': 3, 'relationships': 4}"
71,a-frame: books: chad randl,"{'book': 4, 'cover': 4, '60s_colors': 4, 'history_pictures': 3}"
72,dave barry turns 50: books: dave barry,"{'insight': 3, 'thought': 4, 'birthdays': 3, 'barry': 3}"
73,"the wisdom of crowds: why the many are smarter than the few and how collective wisdom shapes business, economies, societies and nations: books: james surowiecki","{'exploration_groups': 5, 'decisions_individuals': 4, 'sets': 3, 'analysis': 4, 'ideas': 4, 'decision': 3, 'assure': 4, 'groupthink': 3, 'counterpoint': 4, 'idea_books': 4, 'joy': 3, 'read': 3}"
74,sanctuary: books: nora roberts,"{'book': 3, 'list': 4, 'page': 4, 'story': 3, 'characters': 3, 'reading': 4}"
75,"vintage hats & bonnets 1770-1970: identification & values: books: susan langley,john dowling","{'interested': 4, 'costumes': 3, 'guide': 4, 'collectors': 3, 'photographs': 3, 'protect': 2, 'something': 3, 'woman': 3}"
76,"amuse-bouche: little bites that delight before the meal begins: books: rick tramonto,mary goodbody,tim turner","{'cooking': 3, 'food': 3, 'years': 3, 'you': 4, 'family_friends': 3, 'ideas': 3, 'beginner': 3, 'reviews': 3, 'book': 3, 'bites': 3}"
77,how the u.s. government works: books: syl sobel,"{'resource': 5, 'family': 3}"
78,dead watch: books: john sandford,"{'watch': 2, 'thriller': 3, 'mention': 4, 'prey_series': 3, 'reviewers_sentiment': 3, 'thing': 4, 'beef': 2, 'job': 4, 'pages': 3}"
79,midnight for charlie bone (children of the red king): books: jenny nimmo,"{'boy': 3, 'ends': 3, 'little': 3, 'life': 3, 'niece_years': 2, 'package': 3, 'sets': 3, 'person': 3, 'powers': 3, 'evil': 4, 'charlie': 3, 'childrens_books': 3, 'people': 3, 'comparison': 4, 'mother': 4, 'pages': 3, 'instances': 3, 'pacing': 3, 'story': 2, 'fans': 3, 'charlies_story': 4, 'offer': 3}"
80,great expectations (everyman's library (cloth)): books: charles dickens,{'page': 3}
81,timbuktu: a novel: books: paul auster,"{'willie': 3, 'willies': 3, 'friend': 4, 'story': 3, 'loss': 3, 'get': 3, 'mind_reviewers': 3}"
82,"a+ certification all-in-one exam guide: books: michael meyers,scott jernigan","{'time': 3, 'information': 3, 'money': 4, 'book': 4}"
83,maximum ride: books: james patterson,"{'title_series': 3, 'borders': 3, 'book': 3, 'adults': 3, 'read': 4, 'times_novel': 4}"
84,beating the street: books: peter lynch,"{'investors': 3, 'principles_stock': 3, 'book': 3, 'belief_reader': 3, 'style': 3, 'reader': 4, 'principles': 4, 'sign': 2, 'information': 3, 'pickers': 3, 'notes': 3, 'street': 2, 'i': 4, 'guidelines': 3, 'bestseller': 3, 'company_earnings': 3, 'opinion': 3, 'pes': 3, 'title': 3, 'books': 3, 'classics_collection': 3}"
85,blueberries for sal (picture puffins): books: robert mccloskey,"{'book': 3, 'mommies': 3, 'babies': 3, 'story': 3}"
86,the snowman: books: raymond briggs,"{'use': 4, 'kids': 3, 'moviemaking': 3, 'lesson_students': 3, 'edition': 3, 'families_kids': 4}"
87,"the everything american government book: from the constitution to present-day elections, all you need to understand our democratic system (everything series): books: nick ragone","{'system': 3, 'task': 4, 'that': 4, 'cats': 4, 'sectors_influence': 3, 'policy': 3, 'woman': 3}"
88,"sex, drugs, and cocoa puffs: a low culture manifesto: books: chuck klosterman",{'need': 3}
89,liar's poker: rising through the wreckage on wall street: books: michael lewis,"{'street': 3, 'you': 4, 'call': 4, 'interests': 4, 'stories': 4}"
90,the plot against america: a novel: books: philip roth,"{'jews': 4, 'boy': 3, 'generation': 3, 'generation_people': 3, 'period': 3, 'differences_problem': 3}"
91,moneyball: books: michael lewis,"{'approach': 4, 'athletics': 3, 'number': 3, 'championships': 3, 'problems_sabermetricsstatistics': 3, 'system': 3, 'times': 3, 'batters': 3, 'type': 2, 'variables_problem': 3, 'problem': 3, 'walks': 3, 'forceplays': 3, 'pitcher': 3, 'play': 3, 'basethese_walks': 3, 'times_year': 3, 'account': 3}"
92,"the art of comic-book inking: books: gary martin,steve rude","{'book': 4, 'techniques_styles': 3, 'recommend': 2, 'values_art': 3}"
93,"dead wrong cd (joanna brady mysteries (audio)): books: j. a. jance,ericksen susan","{'complaints': 2, 'ending': 4, 'parents': 2, 'add': 3, 'joanna': 3, 'female_protagonist': 4}"
94,for love of the game: books: michael shaara,"{'book': 4, 'game': 3, 'story': 4, 'opnion': 3}"
95,mayo clinic guide to a healthy pregnancy: books: mayo clinic,"{'indepth_information': 3, 'sides': 3, 'hospital': 3}"
96,"isaac's storm: a man, a time, and the deadliest hurricane in history: books: erik larson","{'hurricanes': 3, 'impression': 3, 'hurricane': 3, 'homes_brick': 3, 'schools': 2, 'waters': 3, 'warning': 3, 'issac': 3, 'cline': 3, 'men_scientist': 3, 'hurricane_detection': 3, 'position_hurricane': 3, 'hurricanes_book': 3, 'dome': 3, 'sea_storm': 3, 'residents': 3, 'storm': 2, 'weather': 3, 'delusion': 3, 'galveston': 3, 'level': 3, 'hurricanes_hurricane': 2, 'scent_boosterism': 4, 'prostitute': 3, 'papers_weather': 4, 'weather_events': 3, 'downpour': 2, 'blizzard': 3, 'icebergs': 3, 'wrath_hurricanes': 3, 'book': 4}"
97,terrier (beka cooper): books: tamora pierce,"{'person': 3, 'authors': 3, 'story': 2, 'narrator': 3, 'snatching': 3, 'tamora': 3, 'put': 2}"
98,pelican brief: books: john grisham,"{'book': 3, 'details': 3, 'coal': 3, 'grishams_writings': 3, 'romance': 3, 'show': 3, 'affection': 3, 'thing': 3, 'quality': 3, 'pageturner_book': 3, 'writer': 5, 'thrillers': 4, 'enjoy': 2}"
99,"the needs of the dying: a guide for bringing hope, comfort, and love to life's final chapter: books: david kessler","{'way': 5, 'passages_work': 3, 'quality': 3}"
100,barrel fever: stories and essays: books: david sedaris,"{'smoker': 3, 'stories': 4, 'reallife_experiences': 3}"
101,feuer and martin present guys & dolls: a musical fable of broadway/vocal score/hl00447926 (score): books: frank loesser,"{'representation': 4, 'pay': 3, 'score_book': 3, 'satisfy_fans': 3, 'pictures': 3, 'film': 3, 'buy': 4}"
102,"desecration: antichrist takes the throne (left behind no. 9): books: tim lahaye,jerry b. jenkins","{'dare': 2, 'boils': 2, 'tribulation_force': 4, 'story': 2, 'books': 3, 'determination': 3, 'series': 4, 'adventures': 3, 'stories': 3, 'adventure_players': 3, 'readers': 3, 'kelley': 3}"
103,"the last stand of the tin can sailors: the extraordinary world war ii story of the u.s. navy's finest hour: books: james hornfischer,barrett whitener",{'light': 3}
104,i is for innocent: books: sue grafton,"{'bit': 3, 'book': 4, 'pages': 3, 'something': 4}"
105,anansi boys: a novel: books: neil gaiman,"{'cashier': 2, 'people': 3, 'characters': 2, 'character': 3, 'spider': 3, 'imagination': 3, 'point': 4, 'adams_author': 3, 'popculture': 3, 'fat': 3, 'charlie': 3, 'moments_friends': 2, 'insecurity': 3, 'guy_plot': 3, 'book': 3}"
106,"the foster's market cookbook: favorite recipes for morning, noon, and night: books: sara foster,sarah belk king,martha stewart,james baigrie","{'presentations': 4, 'recipe': 4, 'taste': 3, 'twist_class': 3, 'experience': 3, 'philosophy': 4}"
107,squeak: learn programming with robots (technology in action): books: st??®phane ducasse,"{'development_environment': 3, 'user': 3, 'ides_languages': 4, 'source_eclipse': 3, 'twist_squeak': 3, 'metaphors_robots': 3, 'ducasse': 3, 'school_age': 3, 'code_student': 3, 'background': 2, 'intricacies_languages': 3, 'student': 3, 'book': 3, 'school_student': 3, 'students_situation': 3}"
108,jim otto: the pain of glory: books: jim otto,"{'sacrifice': 3, 'book': 3}"
109,"skeleton man (joe leaphorn/jim chee novels): books: tony hillerman,george guidall","{'hillerman': 3, 'mystery': 3, 'characters': 4}"
110,life at the bottom: the worldview that makes the underclass: books: theodore dalrymple,"{'collection_essays': 4, 'thesis': 3, 'years': 3, 'underclass': 3, 'societies': 3, 'byweekly': 4, 'benefits': 3, 'nations': 3, 'gesture': 4, 'lifes_essentials': 2, 'effect_crime': 3, 'violence': 2, 'occurrence': 3, 'values_economics': 3, 'dalrymple': 3, 'countries': 3, 'prisons': 3, 'theory': 3, 'behaviour': 3, 'cases': 3, 'circumstances_conditions': 3, 'ills': 3, 'population': 3, 'notion': 3, 'inequalities': 2, 'predisposition': 3, 'lady': 3, 'theories': 3, 'theory_levels': 3, 'victims': 3, 'victims_selfdeterminism': 3, 'life_examples': 3, 'london': 3, 'reader': 3, 'ideologies': 3, 'criminal': 3}"
111,lincoln's melancholy: how depression challenged a president and fueled his greatness: books: joshua wolf shenk,"{'book': 3, 'focus': 4}"
112,skinny dip: books: carl hiaasen,"{'wife': 3, 'cruise_ship': 3, 'unknown': 3, 'pageturner': 4, 'jokes': 3, 'ends': 3, 'comparison': 3, 'floridians': 3, 'midwesterners': 3, 'ones': 3, 'environmentalist_politics': 3, 'snake_species': 3}"
113,edge of evil: books: j. a. jance,"{'turmoil': 3, 'job': 4}"
114,ancient secret of the fountain of youth: book 1: books: peter kelder,"{'practicei': 4, 'energy': 3}"
115,women of the silk: a novel: books: gail tsukiyama,"{'tale': 4, 'girl': 3, 'working': 4, 'ones': 4, 'characters': 3, 'depth': 3, 'aspects_life': 3, 'book': 3, 'read': 3}"
116,"mason & dixon, part b: books: thomas pynchon","{'time': 3, 'release': 3, 'pynchons': 5, 'wonder': 3, 'folks': 3, 'century': 3, 'factor': 3, 'exposition': 3, 'constraint': 4, 'thing': 3, 'parts': 4, 'book': 3, 'satisfaction': 3, 'pynchon': 3, 'work': 3, 'door': 3, 'deal_affection': 4, 'want': 4, 'i': 3}"
117,"hubris: the inside story of spin, scandal, and the selling of the iraq war: books: michael isikoff,david corn","{'book': 4, 'detail': 3, 'reviewers': 3, 'think': 2, 'corn': 3, 'trio': 3, 'categories': 3, 'heat': 2, 'thought': 3}"
118,l.a. times: books: stuart woods,"{'business': 3, 'time': 2, 'friend': 3, 'novel': 3, 'excitement': 3, 'choke': 2, 'options': 2, 'book': 3}"
119,the bonesetter's daughter: books: amy tan,"{'people': 5, 'characters': 3, 'story': 4, 'touch': 4, 'female': 3, 'tans_characters': 3, 'world': 3, 'tan': 3, 'classics': 4, 'thrill': 3}"
120,"the best of america's test kitchen 2007: the year's best recipes, equipment reviews, and tastings (best of america's test kitchen cookbook: the year's best recipes): books: editors at america's test kitchen","{'reviewers': 3, 'compendium': 4, 'cooks': 3, 'format': 3, 'choice': 3, 'selection': 3, 'recipes_americas': 4, 'descriptions_recipes': 3, 'versions': 3, 'kitchen': 4, 'comfort_food': 3, 'potatoes': 3, 'dark': 3, 'cookbook': 3}"
121,china inc.: how the rise of the next superpower challenges america and the world: books: alan sklar,"{'information': 4, 'economy': 5, 'business_economy': 4}"
122,a path with heart: a guide through the perils and promises of spiritual life: books: jack kornfield,"{'style': 3, 'ideas': 4, 'fulfillment': 3, 'peace_world': 4}"
123,"the catholic youth bible new revised standard version: pray it, study it, live it: books: brian singer-towns","{'life': 3, 'things': 3, 'colors': 3, 'print': 4, 'illustrations': 3, 'bible': 2, 'size_editors': 3, 'style': 4, 'parts': 2, 'book': 3, 'todays_society': 3, 'friend': 3, 'christianity': 3, 'study': 3, 'manner': 3, 'catholics': 3, 'protestant_denominations': 3, 'focus': 3, 'someone': 3, 'relationship': 4, 'experience': 3, 'way': 3, 'translation_discussion': 3, 'relevance': 3, 'translations_king': 3, 'traditionalists': 2, 'use': 3, 'lingoparlance': 4, 'point': 3, 'need': 3, 'sidebars_race': 3, 'differences': 3, 'interpretations': 3, 'extension': 3, 'age_version': 4}"
